,sale_date,lat,lng,community,sqft,sqft_scaled,sqft_lot,sqft_lot_scaled,h3_07,h3_08,h3_10,month,year,week,community_index,log_price_scaled,cls_community,cls_year,cls_week,cls_property,predicted_value,predicted_price
155,2025-01-01,47.5124450464076,-122.356554071151,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d55769fffff,8a28d557690ffff,1,2025,1,3,-1.3055383563738194,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
156,2025-01-01,47.5158155485166,-122.349095676819,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d5576dfffff,8a28d5576d4ffff,1,2025,1,3,-0.6003817756862768,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
157,2025-01-01,47.3322088411132,-122.255618716333,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca3ffffff,8828d5ca39fffff,8a28d5ca38b7fff,1,2025,1,2,0.36030876364350867,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
158,2025-01-01,47.3333494590493,-122.269955273427,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca3ffffff,8828d5ca3bfffff,8a28d5ca3b2ffff,1,2025,1,2,-2.217697598183067,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
159,2025-01-01,47.3075206874918,-122.284378787832,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca5ffffff,8828d5ca51fffff,8a28d5ca500ffff,1,2025,1,2,-2.9074517207607076,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
160,2025-01-01,47.3099401098146,-122.216829941982,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca6ffffff,8828d5ca65fffff,8a28d5ca6527fff,1,2025,1,2,-1.2974612962486145,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
161,2025-01-01,47.3073956548705,-122.222621046659,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca6ffffff,8828d5ca6dfffff,8a28d5ca6c57fff,1,2025,1,2,-1.9131319293434808,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
162,2025-01-01,47.3483112701481,-122.305686102922,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca8ffffff,8828d5ca8dfffff,8a28d5ca8c27fff,1,2025,1,2,-1.9019313975873366,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
163,2025-01-01,47.3663778829797,-122.286605583221,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5caaffffff,8828d5caa1fffff,8a28d5caa007fff,1,2025,1,2,-0.7027583503837671,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
164,2025-01-01,47.3728005956926,-122.282451752296,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5caaffffff,8828d5caa7fffff,8a28d5caa71ffff,1,2025,1,2,-0.7956867056216423,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
165,2025-01-01,47.3648902882229,-122.278398515448,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5caaffffff,8828d5caadfffff,8a28d5caacc7fff,1,2025,1,2,-0.9328228926168372,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
166,2025-01-01,47.3772656955918,-122.322473204498,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cabffffff,8828d5cab3fffff,8a28d5cab31ffff,1,2025,1,2,-0.8550345967485127,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
167,2025-01-01,47.379402089814,-122.308437659944,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cabffffff,8828d5cab7fffff,8a28d5cab7a7fff,1,2025,1,2,-0.670872488310547,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
168,2025-01-01,47.3677364278267,-122.315612109942,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cabffffff,8828d5cab9fffff,8a28d5cab8a7fff,1,2025,1,2,-1.9019313975873366,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
169,2025-01-01,47.3312245589755,-122.308906606985,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cacffffff,8828d5cac1fffff,8a28d5cacc4ffff,1,2025,1,2,-0.4669786414591904,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
170,2025-01-01,47.3364568851397,-122.319200217113,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cacffffff,8828d5cac3fffff,8a28d5cac307fff,1,2025,1,2,-1.1917316406535583,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
171,2025-01-01,47.3429419853689,-122.309549584032,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cacffffff,8828d5cac7fffff,8a28d5cac60ffff,1,2025,1,2,-0.805086503337013,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
172,2025-01-01,47.3357652962654,-122.216845974521,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca2ffffff,8828d5ca25fffff,8a28d5ca24f7fff,1,2025,1,2,-0.8081788092770682,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
173,2025-01-01,47.3318671091583,-122.277555023355,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5ca1ffffff,8828d5ca17fffff,8a28d5ca17a7fff,1,2025,1,2,-1.3994358299696608,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
174,2025-01-01,47.4105392259427,-122.169909494134,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9effffff,8828d5c9edfffff,8a28d5c9ed8ffff,1,2025,1,8,0.6566174817889784,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
175,2025-01-01,47.4102653619236,-122.180573065538,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9effffff,8828d5c9e9fffff,8a28d5c9e887fff,1,2025,1,8,-0.9163456075382179,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
176,2025-01-01,47.3769015109504,-122.146033068594,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c94ffffff,8828d5c947fffff,8a28d5c9461ffff,1,2025,1,8,-1.8852564812525063,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
177,2025-01-01,47.3670638650473,-122.165014904445,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c94ffffff,8828d5c94bfffff,8a28d5c94a77fff,1,2025,1,8,-0.805086503337013,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
178,2025-01-01,47.3740695045933,-122.177325861799,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c95ffffff,8828d5c951fffff,8a28d5c9511ffff,1,2025,1,8,-0.15928204628540574,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
179,2025-01-01,47.3676868589402,-122.183888471949,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c95ffffff,8828d5c959fffff,8a28d5c95957fff,1,2025,1,8,-0.47988346804520354,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
180,2025-01-01,47.369005470004,-122.169760966334,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c95ffffff,8828d5c95dfffff,8a28d5c95d1ffff,1,2025,1,8,-1.2774212917071774,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
181,2025-01-01,47.3755002818984,-122.13060375409,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c96ffffff,8828d5c969fffff,8a28d5c9685ffff,1,2025,1,9,-0.29497790544607305,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
182,2025-01-01,47.4204305619384,-122.206328374435,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c98ffffff,8828d5c98dfffff,8a28d5c98c4ffff,1,2025,1,8,-1.0002369533051347,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
183,2025-01-01,47.3314350016368,-122.318377650182,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cacffffff,8828d5cacbfffff,8a28d5cacb97fff,1,2025,1,2,-0.9662234785267356,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
184,2025-01-01,47.4409763318452,-122.196633956073,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9bffffff,8828d5c9a3fffff,8a28d5c9bc97fff,1,2025,1,8,-1.0944152946639663,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
185,2025-01-01,47.4324656285017,-122.196701783555,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9affffff,8828d5c9abfffff,8a28d5c9ab57fff,1,2025,1,8,-0.797224393280023,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
186,2025-01-01,47.4339476128379,-122.176893332697,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9affffff,8828d5c9adfffff,8a28d5c9aceffff,1,2025,1,8,-0.053328502488386435,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
187,2025-01-01,47.4518528371095,-122.201208308743,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9bffffff,8828d5c9b7fffff,8a28d5534b6ffff,1,2025,1,8,-0.7926151517028079,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
188,2025-01-01,47.4030676802891,-122.201202994997,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9cffffff,8828d5c9c1fffff,8a28d5c9c197fff,1,2025,1,9,-0.7591597628433913,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
189,2025-01-01,47.411837541448,-122.209529039162,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9cffffff,8828d5c9c7fffff,8a28d5c9c66ffff,1,2025,1,8,-1.1428982781192538,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
190,2025-01-01,47.3959157007866,-122.204290526844,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9cffffff,8828d5c9cdfffff,8a28d5c9cd67fff,1,2025,1,8,-0.9328228926168372,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
191,2025-01-01,47.4126137834657,-122.182235542083,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9effffff,8828d5c9e1fffff,8a28d5c9e127fff,1,2025,1,8,-0.9662234785267356,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
192,2025-01-01,47.4263184909543,-122.186861927089,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c9affffff,8828d5c9a9fffff,8a28d5c9a90ffff,1,2025,1,8,-0.27175815956382304,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
193,2025-01-01,47.3744304711665,-122.160902273294,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c94ffffff,8828d5c943fffff,8a28d5c94277fff,1,2025,1,9,-0.5729193124173009,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
194,2025-01-01,47.3305974205386,-122.300153143991,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cacffffff,8828d5cacdfffff,8a28d5cacc87fff,1,2025,1,2,-0.15928204628540574,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
195,2025-01-01,47.3344837467072,-122.330086593567,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cadffffff,8828d5caddfffff,8a28d5cadd17fff,1,2025,1,2,-1.0701955337696167,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
196,2025-01-01,47.435416486092,-122.327706466694,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cd6ffffff,8828d5cd6bfffff,8a28d5cd6327fff,1,2025,1,3,0.06634982667257949,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
197,2025-01-01,47.2616000403739,-122.219358377837,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d83ffffff,8828d5d837fffff,8a28d5d836d7fff,1,2025,1,2,-0.8677747318870872,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
198,2025-01-01,47.26482524793,-122.292308815961,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d88ffffff,8828d5d88bfffff,8a28d5d88a0ffff,1,2025,1,2,-0.47988346804520354,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
199,2025-01-01,47.285137492267,-122.302796294445,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c16ffffff,8828d5d897fffff,8a28d5d896d7fff,1,2025,1,2,-1.0881056476474458,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
200,2025-01-01,47.2664582064738,-122.306869180874,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d89ffffff,8828d5d899fffff,8a28d5d8999ffff,1,2025,1,2,-1.170914162012098,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
201,2025-01-01,47.2762237225404,-122.255258930248,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d8affffff,8828d5d8a1fffff,8a28d5d8a177fff,1,2025,1,2,-1.5565355442511488,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
202,2025-01-01,47.2835736568686,-122.265087484563,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d8affffff,8828d5d8a3fffff,8a28d5d8a35ffff,1,2025,1,9,-0.6708868579969871,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
203,2025-01-01,47.2599817533046,-122.307707573647,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d8dffffff,8828d5d8d7fffff,8a28d5d8d74ffff,1,2025,1,2,-1.1061904971021508,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
204,2025-01-01,47.2846941542498,-122.19729362139,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d98ffffff,8828d5d981fffff,8a28d5d980affff,1,2025,1,2,-0.8360870822141713,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
205,2025-01-01,47.2999080519239,-122.22042476396,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d99ffffff,8828d5d997fffff,8a28d5d996a7fff,1,2025,1,2,-1.466094077301684,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
206,2025-01-01,47.2844455959105,-122.217052267953,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d99ffffff,8828d5d99dfffff,8a28d5d99daffff,1,2025,1,2,-0.765197821491208,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
207,2025-01-01,47.3079702338954,-122.209620599252,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d9bffffff,8828d5d9b3fffff,8a28d5d9b227fff,1,2025,1,2,-1.5152899828384931,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
208,2025-01-01,47.263810367476,-122.201071527951,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d9cffffff,8828d5d9c1fffff,8a28d5d9c077fff,1,2025,1,8,-0.5193180370972234,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
209,2025-01-01,47.2585770830272,-122.196044956044,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d9cffffff,8828d5d9c9fffff,8a28d5d9c897fff,1,2025,1,2,-0.6766292704712167,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
210,2025-01-01,47.2640245903309,-122.212329380883,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5d9cffffff,8828d5d9cbfffff,8a28d5d9ddb7fff,1,2025,1,2,-0.6198504866206188,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
211,2025-01-01,47.4141242137389,-122.334562333787,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c89ffffff,8828d5cd4dfffff,8a28d5c89a4ffff,1,2025,1,3,-1.1993599739124594,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
212,2025-01-01,47.4254031865509,-122.337733181394,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cd4ffffff,8828d5cd45fffff,8a28d5cd4447fff,1,2025,1,3,0.5541301541912569,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
213,2025-01-01,47.4597636399724,-122.354998408888,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cd3ffffff,8828d5cd3bfffff,8a28d5cd3b9ffff,1,2025,1,3,-0.8423814256673722,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
214,2025-01-01,47.4571622136943,-122.350842929469,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cd3ffffff,8828d5cd39fffff,8a28d5cd38f7fff,1,2025,1,3,0.09504525324366118,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
215,2025-01-01,47.346199277103,-122.286677050349,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5caeffffff,8828d5cae1fffff,8a28d5cae02ffff,1,2025,1,2,-0.969596877757802,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
216,2025-01-01,47.339575339128,-122.287921402747,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5caeffffff,8828d5cae9fffff,8a28d5cae817fff,1,2025,1,2,-1.338203208054616,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
217,2025-01-01,47.3404283469203,-122.281682995828,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5caeffffff,8828d5caedfffff,8a28d5caed4ffff,1,2025,1,2,-1.3177203215696363,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
218,2025-01-01,47.337431290903,-122.171618502605,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb0ffffff,8828d5cb01fffff,8a28d5cb0087fff,1,2025,1,9,-1.4529005528087946,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
219,2025-01-01,47.3423899724658,-122.178562824293,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb0ffffff,8828d5cb03fffff,8a28d5cb02b7fff,1,2025,1,9,-0.14840997778269158,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
220,2025-01-01,47.3335774723148,-122.189993437053,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb0ffffff,8828d5cb0bfffff,8a28d5cb0a77fff,1,2025,1,8,-0.7441501070223275,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
221,2025-01-01,47.329283893945,-122.169518786459,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb0ffffff,8828d5cb0dfffff,8a28d5cb0d57fff,1,2025,1,8,-0.532473729021468,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
222,2025-01-01,47.3356642230263,-122.337296227782,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cadffffff,8828d5cad9fffff,8a28d5cad8b7fff,1,2025,1,2,-0.2716608386849193,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
223,2025-01-01,47.346026331826,-122.215838882238,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb1ffffff,8828d5cb13fffff,8a28d5cb1367fff,1,2025,1,2,-1.7415707395204203,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
224,2025-01-01,47.3527189171186,-122.15023826006,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb2ffffff,8828d5cb27fffff,8a28d5cb2767fff,1,2025,1,8,-0.670872488310547,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
225,2025-01-01,47.3532538821263,-122.174144175416,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb3ffffff,8828d5cb31fffff,8a28d5cb3c4ffff,1,2025,1,8,-0.9361359987103945,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
226,2025-01-01,47.3605453828016,-122.178992654096,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb3ffffff,8828d5cb33fffff,8a28d5cb3397fff,1,2025,1,2,-0.8049320233697693,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
227,2025-01-01,47.3529035884364,-122.168175188968,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb3ffffff,8828d5cb3dfffff,8a28d5cb3cf7fff,1,2025,1,8,-0.5539348354924365,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
228,2025-01-01,47.3183833325347,-122.182780760962,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb4ffffff,8828d5cb43fffff,8a28d5cb4307fff,1,2025,1,2,-1.538090791413921,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
229,2025-01-01,47.3168501811211,-122.182128750266,109,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb4ffffff,8828d5cb4bfffff,8a28d5cb4327fff,1,2025,1,2,-1.5565355442511488,0.08547535538673401,0.11241549998521805,0.1416901797056198,0.224704772233963,13.400599479675293,660399.0
230,2025-01-01,47.4369479112918,-122.336811108164,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cd0ffffff,8828d5cd0dfffff,8a28d5cd0c17fff,1,2025,1,3,-1.1803476804168567,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
231,2025-01-01,47.3530897433228,-122.139742610238,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5cb2ffffff,8828d5cb25fffff,8a28d5cb24effff,1,2025,1,8,-0.6565582676377216,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
232,2025-01-01,47.5208639953566,-122.362371718286,146,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5576ffffff,8828d5576bfffff,8a28d5576aaffff,1,2025,1,3,-1.4224760091919266,0.07013745605945587,0.118033267557621,0.14747095108032227,0.23586569726467133,13.401688575744629,661118.625
233,2025-01-01,47.3899603095574,-122.166449592184,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c90ffffff,8828d5c91dfffff,8a28d5c91db7fff,1,2025,1,8,-1.5107632837247709,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
234,2025-01-01,47.4044204098757,-122.175894721391,827,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5c91ffffff,8828d5c917fffff,8a28d5c9161ffff,1,2025,1,8,-0.45413746575518876,0.19294649362564087,0.07961957901716232,0.10717502981424332,0.1595081388950348,13.81372356414795,998214.625
235,2025-01-01,47.5965864206811,-121.979135547773,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5594ffffff,8828d55941fffff,8a28d5594047fff,1,2025,1,7,0.8179089369459447,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
236,2025-01-01,47.5910485715454,-121.989011658932,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5594ffffff,8828d5594bfffff,8a28d5594b57fff,1,2025,1,7,1.1036553338307753,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
237,2025-01-01,47.5982837829899,-122.015212517286,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5595ffffff,8828d5595bfffff,8a28d5595b0ffff,1,2025,1,7,0.5556136935788742,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
238,2025-01-01,47.6271835050721,-122.032791492114,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d559cffffff,8828d559c1fffff,8a28d559c12ffff,1,2025,1,7,1.1526541963308932,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
239,2025-01-01,47.6322804927311,-122.023913727135,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d559cffffff,8828d559c5fffff,8a28d559c55ffff,1,2025,1,7,0.7984984730340535,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
240,2025-01-01,47.6198475528715,-122.038687559783,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d5582ffffff,8828d559c9fffff,8a28d55822dffff,1,2025,1,7,0.06630541606456514,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
241,2025-01-01,47.6251599242266,-122.041862205787,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d559cffffff,8828d559cbfffff,8a28d559cb17fff,1,2025,1,7,1.4407018751573293,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
242,2025-01-01,47.6335874530089,-122.064199722323,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d559dffffff,8828d559d9fffff,8a28d559d8c7fff,1,2025,1,7,1.4498785392743727,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
243,2025-01-01,47.5405325798121,-122.072422633515,278,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d55a0ffffff,8828d55a0dfffff,8a28d55a0c07fff,1,2025,1,7,1.098130196011851,0.07088857144117355,0.10717326402664185,0.13753308355808258,0.21435493230819702,13.45666790008545,698484.25
244,2025-01-01,47.5301440436868,-122.073353586775,832,1000,-1.1939798061352827,1000,-0.31292250417744477,8728d55a4ffffff,8828d55a47fffff,8a28d55a444ffff,1,2025,1,9,0.7672627168939481,0.14471615850925446,0.08899767696857452,0.11779390275478363,0.1781906932592392,13.592384338378906,800013.875
