community_id,num_locations,num_transactions,avg_sale_price,sale_price_std,price_per_sqft,locations,sale_price_trend,sale_price_volatility
112,58,105,799602.8285714285,282579.6705711913,379.73392592478604,"8928d432d4fffff, 8928d432a37ffff, 8928d432b5bffff, 8928d430d83ffff, 8928d4ada53ffff, 8928d432a2fffff, 8928d4376c3ffff, 8928d43294bffff, 8928d43297bffff, 8928d4adacfffff, 8928d43290bffff, 8928d43290fffff, 8928d43749bffff, 8928d432a27ffff, 8928d432c27ffff, 8928d4328a3ffff, 8928d432963ffff, 8928d43296fffff, 8928d4328a7ffff, 8928d437693ffff, 8928d43296bffff, 8928d4376d3ffff, 8928d430d5bffff, 8928d4374cbffff, 8928d4328afffff, 8928d4328abffff, 8928d4ada1bffff, 8928d4ada03ffff, 8928d4ada63ffff, 8928d432907ffff, 8928d432b67ffff, 8928d4329cfffff, 8928d432837ffff, 8928d43769bffff, 8928d430d8fffff, 8928d430d13ffff, 8928d430d9bffff, 8928d4ada6fffff, 8928d43282bffff, 8928d4ada57ffff, 8928d432b0bffff, 8928d4ada7bffff, 8928d4329dbffff, 8928d437417ffff, 8928d432dc3ffff, 8928d4ada67ffff, 8928d4ada0bffff, 8928d432823ffff, 8928d432b9bffff, 8928d432887ffff, 8928d432c13ffff, 8928d430d97ffff, 8928d43761bffff, 8928d43294fffff, 8928d432b2fffff, 8928d432b53ffff, 8928d43765bffff, 8928d437487ffff",0.08590379318988076,0.49547821291404653
113,18,99,561494.6767676767,195621.39503482298,328.2167049399719,"8928d4346cbffff, 8928d434657ffff, 8928d4346cfffff, 8928d434603ffff, 8928d43460bffff, 8928d434653ffff, 8928d434613ffff, 8928d434607ffff, 8928d434617ffff, 8928d434643ffff, 8928d434647ffff, 8928d434673ffff, 8928d43461bffff, 8928d43464fffff, 8928d4346dbffff, 8928d4346c7ffff, 8928d435597ffff, 8928d4346c3ffff",0.07224517300600779,0.4077644644406416
114,14,224,1261885.8392857143,477760.12861854443,751.7347032488506,"8928d542903ffff, 8928d54290fffff, 8928d54291bffff, 8928d542977ffff, 8928d542973ffff, 8928d54296fffff, 8928d542957ffff, 8928d54290bffff, 8928d54297bffff, 8928d542947ffff, 8928d542943ffff, 8928d54294fffff, 8928d542963ffff, 8928d54296bffff",0.04616611669693484,0.33196628330568995
115,14,148,1938057.7635135136,1197334.80295272,873.3261889483413,"8928d54299bffff, 8928d542d6fffff, 8928d542d2bffff, 8928d542d2fffff, 8928d5429d7ffff, 8928d5429d3ffff, 8928d542d3bffff, 8928d542d77ffff, 8928d542d6bffff, 8928d542d23ffff, 8928d542d63ffff, 8928d542d67ffff, 8928d542993ffff, 8928d542d0fffff",0.18204123345027676,0.6775549184352855
116,13,244,1321690.9549180327,519450.2848026866,788.7020908704598,"8928d540d1bffff, 8928d540dd7ffff, 8928d540dcbffff, 8928d540ddbffff, 8928d540dcfffff, 8928d540d8bffff, 8928d540dc3ffff, 8928d540dc7ffff, 8928d540d8fffff, 8928d540d13ffff, 8928d540c37ffff, 8928d540d03ffff, 8928d540dd3ffff",0.08788386895009179,0.4236844562140327
117,16,363,1011992.4628099174,313460.11459201516,685.8840615865297,"8928d540d9bffff, 8928d542b23ffff, 8928d540d83ffff, 8928d54765bffff, 8928d5476cbffff, 8928d542b2fffff, 8928d542b37ffff, 8928d547653ffff, 8928d542b27ffff, 8928d547643ffff, 8928d542b2bffff, 8928d547647ffff, 8928d547657ffff, 8928d540d93ffff, 8928d540d97ffff, 8928d542b67ffff",0.014975027272467715,0.17289183545769263
118,19,362,1210145.632596685,473397.6257419919,773.3152974492475,"8928d542b33ffff, 8928d542b0bffff, 8928d542b1bffff, 8928d542b07ffff, 8928d542b13ffff, 8928d542bb3ffff, 8928d542b77ffff, 8928d542b73ffff, 8928d542b57ffff, 8928d542b8fffff, 8928d542bbbffff, 8928d542b47ffff, 8928d542babffff, 8928d542b17ffff, 8928d542b0fffff, 8928d542ba3ffff, 8928d542b3bffff, 8928d542b03ffff, 8928d542b8bffff",0.039584464963164,0.2673475324094643
119,14,239,1374224.7866108788,572687.0324464767,787.3118992598485,"8928d54292fffff, 8928d542927ffff, 8928d54745bffff, 8928d547693ffff, 8928d542937ffff, 8928d54744bffff, 8928d542923ffff, 8928d5429afffff, 8928d542933ffff, 8928d547697ffff, 8928d54293bffff, 8928d5429abffff, 8928d542907ffff, 8928d54292bffff",0.06254651246153112,0.4087906326928353
120,6,93,1589264.4193548388,967672.9104651047,789.2654203577795,"8928d5428b7ffff, 8928d542d4fffff, 8928d542d47ffff, 8928d542d4bffff, 8928d5428b3ffff, 8928d542d7bffff",0.15738061166579415,0.625200639956129
121,16,211,1081325.2511848342,404582.52175615204,662.8296815134906,"8928d540cbbffff, 8928d542b4fffff, 8928d540ca3ffff, 8928d540cb7ffff, 8928d542b7bffff, 8928d540cafffff, 8928d542b6bffff, 8928d540cb3ffff, 8928d542b6fffff, 8928d542b63ffff, 8928d540c33ffff, 8928d542b43ffff, 8928d540ca7ffff, 8928d540cabffff, 8928d542b5bffff, 8928d542b4bffff",0.06093113880863069,0.3705883956175371
122,14,224,1497326.78125,565864.5813504587,721.7046961605975,"8928d5428a3ffff, 8928d542823ffff, 8928d5429cfffff, 8928d542837ffff, 8928d5428a7ffff, 8928d5429cbffff, 8928d5429c3ffff, 8928d5429c7ffff, 8928d542953ffff, 8928d542827ffff, 8928d5429dbffff, 8928d542833ffff, 8928d5428afffff, 8928d5428abffff",0.03958991334508852,0.3130993129153132
123,14,293,1505050.9488054607,653912.7987927571,837.7752363829322,"8928d54298fffff, 8928d542987ffff, 8928d542913ffff, 8928d5429bbffff, 8928d555a4bffff, 8928d542983ffff, 8928d542917ffff, 8928d5429a7ffff, 8928d54298bffff, 8928d5429b3ffff, 8928d5429a3ffff, 8928d542997ffff, 8928d555a5bffff, 8928d5429b7ffff",0.06454805050134638,0.46195306980261425
124,11,232,1044222.8189655172,306748.34095882747,715.8346756514692,"8928d542bafffff, 8928d5476c7ffff, 8928d5476d3ffff, 8928d5476c3ffff, 8928d542ba7ffff, 8928d5476cfffff, 8928d54768bffff, 8928d5476dbffff, 8928d54761bffff, 8928d547613ffff, 8928d5476d7ffff",0.023856092835608224,0.2871138168501362
125,12,13,1288730.7692307692,401221.2422181814,430.8854204925702,"8928d096367ffff, 8928d0944a7ffff, 8928d09451bffff, 8928d09458fffff, 8928d09458bffff, 8928d09637bffff, 8928d096343ffff, 8928d094417ffff, 8928d09450fffff, 8928d09634fffff, 8928d09635bffff, 8928d09622fffff",0.20913438631018347,0.7852807337407669
126,61,236,874861.7457627119,484087.1946340408,493.90124812341105,"8928d42a12bffff, 8928d42ac87ffff, 8928d42a133ffff, 8928d42a163ffff, 8928d42a16bffff, 8928d42a3b7ffff, 8928d42a117ffff, 8928d42132fffff, 8928d421357ffff, 8928d42137bffff, 8928d421343ffff, 8928d42aecfffff, 8928d42130bffff, 8928d421377ffff, 8928d421363ffff, 8928d421347ffff, 8928d42aedbffff, 8928d421323ffff, 8928d42133bffff, 8928d421367ffff, 8928d42ad93ffff, 8928d42130fffff, 8928d42ac3bffff, 8928d42132bffff, 8928d421303ffff, 8928d421373ffff, 8928d42ac9bffff, 8928d42acdbffff, 8928d42ac03ffff, 8928d42134fffff, 8928d42126bffff, 8928d42acafffff, 8928d42ac07ffff, 8928d42ac33ffff, 8928d42ac13ffff, 8928d42122bffff, 8928d421e5bffff, 8928d42a3a7ffff, 8928d42ac17ffff, 8928d42ad9bffff, 8928d42a123ffff, 8928d42adc7ffff, 8928d42a14fffff, 8928d42a17bffff, 8928d42ad8bffff, 8928d42aec7ffff, 8928d42aca7ffff, 8928d42add7ffff, 8928d42136fffff, 8928d42ae17ffff, 8928d42ad13ffff, 8928d42a177ffff, 8928d42ad97ffff, 8928d42ae13ffff, 8928d42acbbffff, 8928d42add3ffff, 8928d42adc3ffff, 8928d42aed7ffff, 8928d42aca3ffff, 8928d421267ffff, 8928d42ac37ffff",0.0642795921607132,0.35853389785160183
127,27,133,1303556.082706767,499592.24028348795,750.9757356902152,"8928d541a93ffff, 8928d541ac7ffff, 8928d541a57ffff, 8928d541e63ffff, 8928d541e47ffff, 8928d541e77ffff, 8928d541e73ffff, 8928d541e67ffff, 8928d541e7bffff, 8928d541e4bffff, 8928d541a13ffff, 8928d541a8bffff, 8928d541e6fffff, 8928d541e4fffff, 8928d541e2bffff, 8928d541ad3ffff, 8928d54adb3ffff, 8928d541ad7ffff, 8928d541a83ffff, 8928d541a9bffff, 8928d541e43ffff, 8928d541e6bffff, 8928d541a8fffff, 8928d541a1bffff, 8928d541acfffff, 8928d54adb7ffff, 8928d54ada7ffff",0.06770636997381078,0.3813446746926255
128,24,204,1446858.9950980393,525609.5807922669,742.5746808328248,"8928d54add3ffff, 8928d541377ffff, 8928d54130bffff, 8928d541373ffff, 8928d541367ffff, 8928d54ad93ffff, 8928d541307ffff, 8928d54132bffff, 8928d54130fffff, 8928d541363ffff, 8928d54136bffff, 8928d541303ffff, 8928d54136fffff, 8928d54addbffff, 8928d54adcbffff, 8928d54add7ffff, 8928d54ad8bffff, 8928d54ad9bffff, 8928d54ac37ffff, 8928d54ad53ffff, 8928d54acb7ffff, 8928d54ac27ffff, 8928d54aca7ffff, 8928d54133bffff",0.04004332777244762,0.2587046791831058
129,19,109,2203173.853211009,1298255.993977657,1040.0012754307418,"8928d5411d7ffff, 8928d541113ffff, 8928d541153ffff, 8928d54118fffff, 8928d5411cbffff, 8928d541037ffff, 8928d54118bffff, 8928d54111bffff, 8928d541117ffff, 8928d5411c3ffff, 8928d5411c7ffff, 8928d541157ffff, 8928d5411d3ffff, 8928d5411dbffff, 8928d541027ffff, 8928d541187ffff, 8928d5411cfffff, 8928d54110bffff, 8928d5411bbffff",0.07693899871700877,0.3853572509850878
130,19,185,1780971.1513513513,705059.1845351123,1000.1841532081073,"8928d54132fffff, 8928d541337ffff, 8928d5413a7ffff, 8928d5413b7ffff, 8928d541ed3ffff, 8928d5413b3ffff, 8928d54114fffff, 8928d5413abffff, 8928d54116bffff, 8928d54117bffff, 8928d541327ffff, 8928d5413a3ffff, 8928d5413afffff, 8928d541edbffff, 8928d541ecbffff, 8928d541ec3ffff, 8928d541e53ffff, 8928d541333ffff, 8928d541323ffff",0.07434923172177359,0.3708518904401349
131,23,167,1432062.1616766467,485150.2690779785,751.8362930372294,"8928d54166bffff, 8928d541623ffff, 8928d541663ffff, 8928d541287ffff, 8928d5412bbffff, 8928d54166fffff, 8928d54129bffff, 8928d541217ffff, 8928d541297ffff, 8928d541627ffff, 8928d541283ffff, 8928d541207ffff, 8928d541293ffff, 8928d54105bffff, 8928d541677ffff, 8928d54128fffff, 8928d54162bffff, 8928d54128bffff, 8928d54162fffff, 8928d541667ffff, 8928d5412abffff, 8928d5412d7ffff, 8928d5412d3ffff",0.05129929719847962,0.3224375605590437
132,29,218,1616882.1376146788,616942.1032535747,851.6755750235674,"8928d541343ffff, 8928d54139bffff, 8928d5413cfffff, 8928d54102bffff, 8928d541357ffff, 8928d5413d7ffff, 8928d54135bffff, 8928d54138fffff, 8928d5413d3ffff, 8928d541347ffff, 8928d541313ffff, 8928d541067ffff, 8928d54138bffff, 8928d54134fffff, 8928d54102fffff, 8928d541383ffff, 8928d54131bffff, 8928d5413dbffff, 8928d54134bffff, 8928d541237ffff, 8928d5413c7ffff, 8928d5413cbffff, 8928d541317ffff, 8928d541223ffff, 8928d5412afffff, 8928d541227ffff, 8928d541353ffff, 8928d541393ffff, 8928d5413c3ffff",0.08167149703345794,0.4219709364735586
133,11,109,1321770.0275229358,551690.0318036174,679.6122965726855,"8928d54106bffff, 8928d541063ffff, 8928d54104fffff, 8928d541073ffff, 8928d54107bffff, 8928d5412b7ffff, 8928d5412a3ffff, 8928d54104bffff, 8928d5412a7ffff, 8928d541043ffff, 8928d541047ffff",0.07022496525575324,0.4083526942516563
134,26,144,1603763.75,595521.3475849275,661.1012746203845,"8928d5416dbffff, 8928d558b83ffff, 8928d558b23ffff, 8928d558bd7ffff, 8928d558b13ffff, 8928d558ba7ffff, 8928d5416cfffff, 8928d5416c3ffff, 8928d558bafffff, 8928d558bc7ffff, 8928d558b03ffff, 8928d558bbbffff, 8928d558ba3ffff, 8928d558b8fffff, 8928d558b37ffff, 8928d558babffff, 8928d558b27ffff, 8928d558b8bffff, 8928d558b07ffff, 8928d5416cbffff, 8928d558b33ffff, 8928d558bb3ffff, 8928d558b17ffff, 8928d558b9bffff, 8928d558b87ffff, 8928d558b3bffff",0.06650632839139908,0.3287432753007431
135,12,78,1782765.2435897435,673863.6972947485,821.2398892304869,"8928d541e1bffff, 8928d541e0fffff, 8928d541e07ffff, 8928d541e3bffff, 8928d541e13ffff, 8928d541eabffff, 8928d541e33ffff, 8928d541ecfffff, 8928d541e03ffff, 8928d541e0bffff, 8928d541ec7ffff, 8928d541e57ffff",0.11743883203478099,0.5881600451906982
136,17,115,1434425.1217391305,535531.0636065386,637.9214035501868,"8928d541643ffff, 8928d541647ffff, 8928d541603ffff, 8928d541607ffff, 8928d54163bffff, 8928d541673ffff, 8928d54167bffff, 8928d541617ffff, 8928d541633ffff, 8928d54165bffff, 8928d541657ffff, 8928d54160fffff, 8928d541653ffff, 8928d54164bffff, 8928d5416abffff, 8928d54160bffff, 8928d54164fffff",0.04865485442479047,0.33557256571452954
137,28,219,1760301.4018264841,672634.9557086457,912.3787401768445,"8928d541057ffff, 8928d541077ffff, 8928d541097ffff, 8928d5410abffff, 8928d541007ffff, 8928d541033ffff, 8928d5410afffff, 8928d541017ffff, 8928d54103bffff, 8928d54100fffff, 8928d541003ffff, 8928d54101bffff, 8928d5410cbffff, 8928d541013ffff, 8928d54108bffff, 8928d541087ffff, 8928d54108fffff, 8928d541083ffff, 8928d54100bffff, 8928d5410d3ffff, 8928d5410dbffff, 8928d5410bbffff, 8928d541093ffff, 8928d541053ffff, 8928d5410c3ffff, 8928d5410cfffff, 8928d5410d7ffff, 8928d541467ffff",0.08239084227319746,0.4003235489585769
138,20,179,2515334.9162011174,1091700.2398091222,1269.6480082438377,"8928d541193ffff, 8928d541577ffff, 8928d54156bffff, 8928d541563ffff, 8928d541183ffff, 8928d54152fffff, 8928d541547ffff, 8928d541573ffff, 8928d54152bffff, 8928d54157bffff, 8928d541197ffff, 8928d54153bffff, 8928d541543ffff, 8928d541523ffff, 8928d541567ffff, 8928d5410a3ffff, 8928d5410b7ffff, 8928d5410a7ffff, 8928d54154fffff, 8928d5410b3ffff",0.09707109789344014,0.5394378311019671
139,34,406,2723577.199507389,1402215.3024431383,1618.7490601343418,"8928d541137ffff, 8928d54113bffff, 8928d541c43ffff, 8928d541167ffff, 8928d541ea3ffff, 8928d541e93ffff, 8928d541eb3ffff, 8928d541c4bffff, 8928d541e97ffff, 8928d54116fffff, 8928d541123ffff, 8928d54112fffff, 8928d541c5bffff, 8928d541163ffff, 8928d54112bffff, 8928d541eb7ffff, 8928d541133ffff, 8928d541127ffff, 8928d541e83ffff, 8928d541177ffff, 8928d541c4fffff, 8928d541ebbffff, 8928d541ea7ffff, 8928d541e9bffff, 8928d541173ffff, 8928d541e8fffff, 8928d541c53ffff, 8928d541e87ffff, 8928d54110fffff, 8928d541e8bffff, 8928d541cdbffff, 8928d541ed7ffff, 8928d541ccbffff, 8928d5411afffff",0.04374835438075229,0.3105417138890059
140,26,200,1078220.14,311467.6958312698,489.9193587929759,"8928d548d33ffff, 8928d54f2dbffff, 8928d54f24bffff, 8928d54f2c3ffff, 8928d5489b3ffff, 8928d548da7ffff, 8928d54f25bffff, 8928d54f24fffff, 8928d54f243ffff, 8928d548dafffff, 8928d54f27bffff, 8928d548d23ffff, 8928d548d37ffff, 8928d548d27ffff, 8928d54f2d3ffff, 8928d54f2cbffff, 8928d54f247ffff, 8928d54f253ffff, 8928d548983ffff, 8928d54f257ffff, 8928d54f273ffff, 8928d548d2fffff, 8928d548997ffff, 8928d5489b7ffff, 8928d548987ffff, 8928d54f263ffff",0.02141860579322996,0.19276215019541726
141,46,247,849075.085020243,267664.07008272863,420.88228923507364,"8928d0962b7ffff, 8928d0963a3ffff, 8928d0963b7ffff, 8928d0963b3ffff, 8928d096147ffff, 8928d0960b3ffff, 8928d096327ffff, 8928d096387ffff, 8928d09614fffff, 8928d09616fffff, 8928d0963afffff, 8928d0963bbffff, 8928d0963abffff, 8928d096383ffff, 8928d09617bffff, 8928d096e53ffff, 8928d0963d7ffff, 8928d09614bffff, 8928d09616bffff, 8928d096337ffff, 8928d096317ffff, 8928d09638fffff, 8928d0963a7ffff, 8928d096397ffff, 8928d096ecbffff, 8928d096617ffff, 8928d0960cbffff, 8928d0960c7ffff, 8928d096ed3ffff, 8928d09668fffff, 8928d0960a7ffff, 8928d0963c7ffff, 8928d0961c7ffff, 8928d0960b7ffff, 8928d096307ffff, 8928d09638bffff, 8928d0966a7ffff, 8928d0960cfffff, 8928d096613ffff, 8928d09608fffff, 8928d09639bffff, 8928d096043ffff, 8928d096333ffff, 8928d096303ffff, 8928d096ec3ffff, 8928d0961c3ffff",0.036145351147859626,0.25445350401565114
142,20,113,1209776.7699115044,405502.0774544519,490.4310405295013,"8928d54ab67ffff, 8928d54ab4fffff, 8928d548cb7ffff, 8928d548dc3ffff, 8928d548ddbffff, 8928d548dc7ffff, 8928d54ab47ffff, 8928d548dd3ffff, 8928d548cafffff, 8928d548d1bffff, 8928d54ab63ffff, 8928d548dcbffff, 8928d548c37ffff, 8928d548dd7ffff, 8928d54ab6fffff, 8928d548ca7ffff, 8928d54ab73ffff, 8928d548d9bffff, 8928d548dcfffff, 8928d54ab7bffff",0.08961884443759999,0.42378831331585987
143,13,42,1085427.380952381,435748.5713172739,541.3851140398593,"8928d5480cfffff, 8928d5480abffff, 8928d54801bffff, 8928d548003ffff, 8928d548023ffff, 8928d54803bffff, 8928d54802bffff, 8928d548073ffff, 8928d548007ffff, 8928d548033ffff, 8928d548077ffff, 8928d54800fffff, 8928d5480c7ffff",0.14083949112733518,0.5014163442083629
144,23,60,2074508.1666666667,1109241.2369580865,733.8581246960076,"8928d548c47ffff, 8928d548c1bffff, 8928d548c8bffff, 8928d548cc7ffff, 8928d548c07ffff, 8928d548c93ffff, 8928d548c17ffff, 8928d548c87ffff, 8928d548ccfffff, 8928d548c0bffff, 8928d548cb3ffff, 8928d54ab4bffff, 8928d548cabffff, 8928d548c97ffff, 8928d548c73ffff, 8928d548c57ffff, 8928d548c13ffff, 8928d548c0fffff, 8928d548c9bffff, 8928d548c8fffff, 8928d548c83ffff, 8928d548cbbffff, 8928d548c03ffff",0.2587790574232576,0.781032954363956
145,24,65,1216193.7692307692,330277.41603370424,460.8671954687268,"8928d548e13ffff, 8928d548e0fffff, 8928d548e77ffff, 8928d548eb7ffff, 8928d548ec7ffff, 8928d548c4bffff, 8928d548ea7ffff, 8928d548e3bffff, 8928d548e03ffff, 8928d548e17ffff, 8928d548ea3ffff, 8928d548e33ffff, 8928d548e1bffff, 8928d548e2fffff, 8928d548e87ffff, 8928d548e73ffff, 8928d548e0bffff, 8928d548eabffff, 8928d548e23ffff, 8928d548e07ffff, 8928d548c4fffff, 8928d548e37ffff, 8928d548eafffff, 8928d548c5bffff",0.057489603083687314,0.31973003542176615
146,18,35,1348892.2285714287,365711.16774503,483.7102135362743,"8928d549db7ffff, 8928d549d97ffff, 8928d549d87ffff, 8928d548e6fffff, 8928d549db3ffff, 8928d549da7ffff, 8928d548e67ffff, 8928d549d83ffff, 8928d548e57ffff, 8928d548e6bffff, 8928d548e47ffff, 8928d548e7bffff, 8928d548e4bffff, 8928d549da3ffff, 8928d548e43ffff, 8928d548e63ffff, 8928d548e4fffff, 8928d549dbbffff",0.04109032978008624,0.1513875458878518
147,21,43,1605900.558139535,658429.2719501148,492.29455793197064,"8928d548437ffff, 8928d54854bffff, 8928d5480a3ffff, 8928d5481d3ffff, 8928d54842fffff, 8928d5480bbffff, 8928d5480a7ffff, 8928d548543ffff, 8928d548553ffff, 8928d548087ffff, 8928d548097ffff, 8928d548557ffff, 8928d54808fffff, 8928d548423ffff, 8928d54854fffff, 8928d5480b3ffff, 8928d54856bffff, 8928d5480b7ffff, 8928d548547ffff, 8928d54855bffff, 8928d5485cbffff",0.1209595522531898,0.5445345884671597
148,20,83,1046889.4578313254,369663.0711773524,506.25476438745096,"8928d548cd7ffff, 8928d5481abffff, 8928d5481b3ffff, 8928d548cc3ffff, 8928d54aa4fffff, 8928d5481b7ffff, 8928d5481afffff, 8928d548ccbffff, 8928d54aa6bffff, 8928d5481a3ffff, 8928d548117ffff, 8928d54818fffff, 8928d548137ffff, 8928d5481bbffff, 8928d5481a7ffff, 8928d548cdbffff, 8928d548187ffff, 8928d548cd3ffff, 8928d548133ffff, 8928d548127ffff",0.07382260138227542,0.3737403227741403
149,24,51,2180731.1764705884,1018601.9681409303,707.4441774674807,"8928d54aa73ffff, 8928d54aaabffff, 8928d54abdbffff, 8928d54abc3ffff, 8928d54aaa7ffff, 8928d54aa07ffff, 8928d54aa43ffff, 8928d54aa77ffff, 8928d54aa53ffff, 8928d54aa27ffff, 8928d54aa63ffff, 8928d54abcbffff, 8928d54aaa3ffff, 8928d54ab53ffff, 8928d54aa47ffff, 8928d54aaafffff, 8928d54aa37ffff, 8928d54aa2bffff, 8928d54ab5bffff, 8928d54aa0fffff, 8928d54aa2fffff, 8928d54aa23ffff, 8928d54aa0bffff, 8928d54aa3bffff",0.10353408698993348,0.47333660821068546
150,22,74,1309154.445945946,658630.7388901643,504.49535317537084,"8928d5488afffff, 8928d548d0bffff, 8928d548d47ffff, 8928d5488abffff, 8928d548d7bffff, 8928d548d57ffff, 8928d5489d3ffff, 8928d5489dbffff, 8928d548d43ffff, 8928d5488a3ffff, 8928d548897ffff, 8928d5488b7ffff, 8928d548d4bffff, 8928d5488b3ffff, 8928d5488a7ffff, 8928d548887ffff, 8928d548d53ffff, 8928d548d4fffff, 8928d548d5bffff, 8928d548d0fffff, 8928d548d73ffff, 8928d548837ffff",0.15506387259325122,0.6561880868450891
151,20,101,1047911.8811881188,311481.6041282735,526.4630972731906,"8928d548153ffff, 8928d54815bffff, 8928d54818bffff, 8928d548113ffff, 8928d548147ffff, 8928d5481c7ffff, 8928d5481cbffff, 8928d54802fffff, 8928d548397ffff, 8928d54811bffff, 8928d5481dbffff, 8928d5481d7ffff, 8928d54814bffff, 8928d54819bffff, 8928d54810bffff, 8928d548027ffff, 8928d548157ffff, 8928d5481cfffff, 8928d548143ffff, 8928d548037ffff",0.06466708580881202,0.3661926037715279
152,10,31,1301214.5161290322,398520.8120184724,443.5601570790697,"8928d54832bffff, 8928d548367ffff, 8928d549d9bffff, 8928d54832fffff, 8928d548363ffff, 8928d549d93ffff, 8928d548377ffff, 8928d548323ffff, 8928d54833bffff, 8928d54836fffff",0.1135751484132923,0.4892005092510727
153,22,99,967783.696969697,319014.92757437215,509.91864389556923,"8928d5483b7ffff, 8928d548317ffff, 8928d5483abffff, 8928d54838fffff, 8928d548383ffff, 8928d548387ffff, 8928d54831bffff, 8928d54806fffff, 8928d548067ffff, 8928d54814fffff, 8928d5483afffff, 8928d54838bffff, 8928d548307ffff, 8928d5483b3ffff, 8928d5483bbffff, 8928d548393ffff, 8928d54839bffff, 8928d548313ffff, 8928d548333ffff, 8928d5483c7ffff, 8928d5483d7ffff, 8928d5483a3ffff",0.09689684567491731,0.45548548207300893
154,17,62,1781108.5483870967,833086.059667417,813.9856833994255,"8928d548883ffff, 8928d548813ffff, 8928d548c67ffff, 8928d548c33ffff, 8928d5488d3ffff, 8928d548c2fffff, 8928d548817ffff, 8928d548c2bffff, 8928d548c63ffff, 8928d548c6fffff, 8928d54888fffff, 8928d548c3bffff, 8928d548c23ffff, 8928d54889bffff, 8928d548893ffff, 8928d54888bffff, 8928d548c6bffff",0.1464544981007806,0.7337362571824102
155,12,35,1248367.0571428572,619311.4960046216,555.8635474339384,"8928d548ed7ffff, 8928d548edbffff, 8928d548ed3ffff, 8928d548e9bffff, 8928d548ecbffff, 8928d548e53ffff, 8928d54816fffff, 8928d548167ffff, 8928d548177ffff, 8928d548327ffff, 8928d548ec3ffff, 8928d548163ffff",0.13789275964316874,0.5997937648020912
156,7,16,1684368.75,815381.6236268987,608.4549043695713,"8928d5488cfffff, 8928d54881bffff, 8928d548857ffff, 8928d548843ffff, 8928d548853ffff, 8928d5488cbffff, 8928d5488c3ffff",0.2775054228884248,0.6705914249180073
157,122,549,1931771.8087431693,1014425.4676286011,690.1582505963279,"8928d55855bffff, 8928d558507ffff, 8928d558093ffff, 8928d5581cfffff, 8928d55849bffff, 8928d5586a7ffff, 8928d55850fffff, 8928d558513ffff, 8928d558503ffff, 8928d558623ffff, 8928d5586b3ffff, 8928d558403ffff, 8928d55819bffff, 8928d5585c7ffff, 8928d5581d7ffff, 8928d558157ffff, 8928d558083ffff, 8928d5584b7ffff, 8928d5586afffff, 8928d5580cbffff, 8928d55847bffff, 8928d558543ffff, 8928d5585c3ffff, 8928d55856bffff, 8928d55851bffff, 8928d558017ffff, 8928d558473ffff, 8928d5580cfffff, 8928d55846fffff, 8928d55856fffff, 8928d55b13bffff, 8928d558453ffff, 8928d5586abffff, 8928d5580dbffff, 8928d558637ffff, 8928d558457ffff, 8928d55848fffff, 8928d55809bffff, 8928d5580b3ffff, 8928d558547ffff, 8928d55842fffff, 8928d558423ffff, 8928d558677ffff, 8928d558573ffff, 8928d558443ffff, 8928d5585cfffff, 8928d558557ffff, 8928d55850bffff, 8928d558483ffff, 8928d558413ffff, 8928d5580b7ffff, 8928d55841bffff, 8928d55b12bffff, 8928d558697ffff, 8928d5581cbffff, 8928d558097ffff, 8928d5584b3ffff, 8928d55842bffff, 8928d5580c7ffff, 8928d55b123ffff, 8928d5586b7ffff, 8928d55854bffff, 8928d55801bffff, 8928d55854fffff, 8928d5584c7ffff, 8928d5584cfffff, 8928d55844fffff, 8928d558013ffff, 8928d5586bbffff, 8928d55852bffff, 8928d5584abffff, 8928d55860fffff, 8928d558427ffff, 8928d558497ffff, 8928d558087ffff, 8928d55860bffff, 8928d558447ffff, 8928d55857bffff, 8928d5580d7ffff, 8928d558477ffff, 8928d558663ffff, 8928d558577ffff, 8928d558057ffff, 8928d55840fffff, 8928d558417ffff, 8928d55840bffff, 8928d55853bffff, 8928d5585cbffff, 8928d5585d3ffff, 8928d558633ffff, 8928d5580c3ffff, 8928d55b127ffff, 8928d5584a3ffff, 8928d558567ffff, 8928d558687ffff, 8928d55a34bffff, 8928d558607ffff, 8928d558563ffff, 8928d5580a3ffff, 8928d558673ffff, 8928d558467ffff, 8928d55808fffff, 8928d55844bffff, 8928d5581c3ffff, 8928d55862fffff, 8928d5584cbffff, 8928d5581dbffff, 8928d558407ffff, 8928d55863bffff, 8928d55862bffff, 8928d558437ffff, 8928d55845bffff, 8928d5584a7ffff, 8928d55808bffff, 8928d558603ffff, 8928d558627ffff, 8928d558487ffff, 8928d55b12fffff, 8928d558493ffff, 8928d558463ffff, 8928d5581d3ffff, 8928d558143ffff",0.04698651001536861,0.2711347743610738
158,3,6,845300.0,289536.9866988787,544.8153890685944,"8928d42f0c7ffff, 8928d42f0abffff, 8928d42f007ffff",0.17053554300206883,0.47506443200933046
159,8,36,716059.0277777778,292430.9684776037,463.46866707305276,"8928d42a89bffff, 8928d42ac67ffff, 8928d42a8d7ffff, 8928d42ac6fffff, 8928d42a8c3ffff, 8928d42ac63ffff, 8928d42a8d3ffff, 8928d42ac6bffff",0.12055425827669847,0.4488569918914946
